cmpdname,isosmiles
"11-(1-Pyrrolidinyl)-2,3-dihydro-1H-cyclopenta[4,5]pyrido[1,2-a]benzimidazole-4-carbonitrile",C1CCN(C1)C2=C3CCCC3=C(C4=NC5=CC=CC=C5N24)C#N
"2-((5-(4-Methoxyphenyl)-4-(2-methylallyl)-4H-1,2,4-triazol-3-yl)thio)acetic acid",CC(=C)CN1C(=NN=C1SCC(=O)O)C2=CC=C(C=C2)OC
"5-(4-Chlorophenyl)-4-ethyl-4H-1,2,4-triazole-3-thiol",CCN1C(=NNC1=S)C2=CC=C(C=C2)Cl
"4-Ethyl-5-(4-nitro-phenyl)-4H-[1,2,4]triazole-3-thiol",CCN1C(=NNC1=S)C2=CC=C(C=C2)[N+](=O)[O-]
"5-(2-Methoxyphenyl)-4-(2-methylprop-2-enyl)-1,2,4-triazole-3-thiol",CC(=C)CN1C(=NNC1=S)C2=CC=CC=C2OC
"4-(2-Methyl-allyl)-5-pyridin-4-yl-4H-[1,2,4]triazole-3-thiol",CC(=C)CN1C(=NNC1=S)C2=CC=NC=C2
"5-(4-Ethoxyphenyl)-7-methylpyrazolo[1,5-a]pyrimidine-2-carboxamide",CCOC1=CC=C(C=C1)C2=NC3=CC(=NN3C(=C2)C)C(=O)N
(E)-N-(4-Fluorophenyl)-3-phenylprop-2-enamide,C1=CC=C(C=C1)/C=C/C(=O)NC2=CC=C(C=C2)F
(E)-N-(3-Fluorophenyl)-3-phenylprop-2-enamide,C1=CC=C(C=C1)/C=C/C(=O)NC2=CC(=CC=C2)F
4-Methoxy-N-[2-(morpholine-4-carbonyl)phenyl]benzamide,COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N3CCOCC3
"4-(1,3-Benzodioxol-5-yl)-1,3-thiazol-2-amine",C1OC2=C(O1)C=C(C=C2)C3=CSC(=N3)N
"5-(4-Phenyl-phenyl)thieno[2,3-d]pyrimidin-4(3H)-one",C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CSC4=C3C(=O)NC=N4
"Ethyl 2-{[(2E)-3-(thiophen-2-yl)prop-2-enoyl]amino}-5,6-dihydro-4H-cyclopenta[b]thiophene-3-carboxylate",CCOC(=O)C1=C(SC2=C1CCC2)NC(=O)/C=C/C3=CC=CS3
"5-(3,4-Dichloro-benzyl)-thiazol-2-ylamine",C1=CC(=C(C=C1CC2=CN=C(S2)N)Cl)Cl
"(5Z)-2-(4-Hydroxyanilino)-5-(2-oxo-1H-indol-3-ylidene)-1,3-thiazol-4-one",C1=CC2=C(C(=O)N=C2C=C1)C3=C(N=C(S3)NC4=CC=C(C=C4)O)O
"N-[4-(1,3-Benzoxazol-2-yl)phenyl]propanamide",CCC(=O)NC1=CC=C(C=C1)C2=NC3=CC=CC=C3O2
"1,3-Dioxo-2-o-tolyl-2,3-dihydro-1H-isoindole-5-carboxylic acid",CC1=CC=CC=C1N2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)O
"3-(2,6-Dichlorophenyl)-5-methylisoxazole-4-carboxamide",CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N
(2-Fluoro-phenyl)-(5-hydroxy-3-methyl-1-phenyl-1H-pyrazol-4-yl)-methanone,CC1=C(C(=O)N(N1)C2=CC=CC=C2)C(=O)C3=CC=CC=C3F
"2,6-Dimethyl-3-(morpholin-4-ylmethyl)quinolin-4-ol",CC1=CC2=C(C=C1)NC(=C(C2=O)CN3CCOCC3)C
N-Phenyl-2-(piperidin-1-ylcarbonyl)benzamide,C1CCN(CC1)C(=O)C2=CC=CC=C2C(=O)NC3=CC=CC=C3
8-Chloro-2-methyl-3-(1-pyrrolidinylmethyl)-4-quinolinol,CC1=C(C(=O)C2=C(N1)C(=CC=C2)Cl)CN3CCCC3
Benzofuran-2-carboxylic acid (2-isopropyl-6-methyl-phenyl)-amide,CC1=C(C(=CC=C1)C(C)C)NC(=O)C2=CC3=CC=CC=C3O2
(2E)-N-(2-Bromophenyl)-3-(4-fluorophenyl)prop-2-enamide,C1=CC=C(C(=C1)NC(=O)/C=C/C2=CC=C(C=C2)F)Br
"1-(4-Chlorophenyl)-3-(5-methyl-1,3,4-thiadiazol-2-yl)urea",CC1=NN=C(S1)NC(=O)NC2=CC=C(C=C2)Cl
2-[(4-Methylphenyl)sulfanyl]-N-(3-nitrophenyl)acetamide,CC1=CC=C(C=C1)SCC(=O)NC2=CC(=CC=C2)[N+](=O)[O-]
(4-(Dimethylamino)phenyl)(4-(m-tolyl)piperazin-1-yl)methanethione,CC1=CC(=CC=C1)N2CCN(CC2)C(=S)C3=CC=C(C=C3)N(C)C
Ethyl 4-(propanoylamino)benzoate,CCC(=O)NC1=CC=C(C=C1)C(=O)OCC
"N-(3,5-Dimethylphenyl)-4-fluorobenzamide",CC1=CC(=CC(=C1)NC(=O)C2=CC=C(C=C2)F)C
2-Methoxyphenyl 4-chlorophenylcarbamate,COC1=CC=CC=C1OC(=O)NC2=CC=C(C=C2)Cl
"N-(2,5-Dimethoxyphenyl)propanamide",CCC(=O)NC1=C(C=CC(=C1)OC)OC
Methyl 4-{[(2-naphthyloxy)acetyl]amino}benzoate,COC(=O)C1=CC=C(C=C1)NC(=O)COC2=CC3=CC=CC=C3C=C2
"4-(2,4-Dimethylanilino)-4-oxobutanoic acid",CC1=CC(=C(C=C1)NC(=O)CCC(=O)O)C
N-[4-(Acetylamino)phenyl]-4-methylbenzamide,CC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)NC(=O)C
2-Benzoylamino-N-pyridin-4-yl-benzamide,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NC3=CC=NC=C3
"N-(3,5-Dichlorophenyl)-1-benzofuran-2-carboxamide",C1=CC=C2C(=C1)C=C(O2)C(=O)NC3=CC(=CC(=C3)Cl)Cl
Ethyl 3-(2-furoylamino)benzoate,CCOC(=O)C1=CC(=CC=C1)NC(=O)C2=CC=CO2
"Ethyl 2-{[(2E)-3-(furan-2-yl)prop-2-enoyl]amino}-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",CCOC(=O)C1=C(SC2=C1CCCC2)NC(=O)/C=C/C3=CC=CO3
"(2E)-N,N-Bis(2-methylpropyl)-3-phenylprop-2-enamide",CC(C)CN(CC(C)C)C(=O)/C=C/C1=CC=CC=C1
(2E)-N-(2-Ethylphenyl)-3-phenylprop-2-enamide,CCC1=CC=CC=C1NC(=O)/C=C/C2=CC=CC=C2
(2E)-N-(4-Ethoxyphenyl)-3-phenylprop-2-enamide,CCOC1=CC=C(C=C1)NC(=O)/C=C/C2=CC=CC=C2
Methyl 3-((2E)-3-phenylprop-2-enoylamino)benzoate,COC(=O)C1=CC(=CC=C1)NC(=O)/C=C/C2=CC=CC=C2
Ethyl 3-((2E)-3-phenylprop-2-enoylamino)benzoate,CCOC(=O)C1=CC(=CC=C1)NC(=O)/C=C/C2=CC=CC=C2
Methyl 2-((2E)-3-phenylprop-2-enoylamino)benzoate,COC(=O)C1=CC=CC=C1NC(=O)/C=C/C2=CC=CC=C2
"N-(3,4-Dihydroquinolin-1(2H)-ylcarbonothioyl)-4-nitrobenzamide",C1CC2=CC=CC=C2N(C1)C(=S)NC(=O)C3=CC=C(C=C3)[N+](=O)[O-]
2-Chloro-N-(4-(dimethylamino)phenyl)benzamide,CN(C)C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2Cl
1-Furan-2-ylmethyl-3-(4-methoxy-benzoyl)-thiourea,COC1=CC=C(C=C1)C(=O)NC(=S)NCC2=CC=CO2
"N-(2,3-Dihydro-1,4-benzodioxin-6-yl)-2-(4-methoxyphenoxy)acetamide",COC1=CC=C(C=C1)OCC(=O)NC2=CC3=C(C=C2)OCCO3
"N-(1,3-Benzodioxol-5-ylmethyl)-2-furamide",C1OC2=C(O1)C=C(C=C2)CNC(=O)C3=CC=CO3
"3-[(3-Chlorophenyl)amino]benzo[d]1,2-thiazole-1,1-dione",C1=CC=C2C(=C1)C(=NS2(=O)=O)NC3=CC(=CC=C3)Cl
"5-(2-Fluoro-benzylsulfanyl)-[1,3,4]thiadiazol-2-ylamine",C1=CC=C(C(=C1)CSC2=NN=C(S2)N)F
"2-(4-Fluorophenyl)imidazo[1,2-a]pyridine",C1=CC2=NC(=CN2C=C1)C3=CC=C(C=C3)F
3-Ethoxy-4-[(2-fluorobenzyl)oxy]benzaldehyde,CCOC1=C(C=CC(=C1)C=O)OCC2=CC=CC=C2F
3-[(4-Fluorobenzyl)oxy]benzaldehyde,C1=CC(=CC(=C1)OCC2=CC=C(C=C2)F)C=O
"1-(Morpholine-4-carbonyl)-1H-1,2,3-benzotriazole",C1COCCN1C(=O)N2C3=CC=CC=C3N=N2
4-(4-Nitrobenzyloxy)benzaldehyde,C1=CC(=CC=C1COC2=CC=C(C=C2)C=O)[N+](=O)[O-]
4-(4-Fluorobenzyloxy)benzaldehyde,C1=CC(=CC=C1COC2=CC=C(C=C2)C=O)F
Ethyl 1-[(3-chlorophenyl)carbamoyl]piperidine-4-carboxylate,CCOC(=O)C1CCN(CC1)C(=O)NC2=CC(=CC=C2)Cl
alpha-Cyano-4-methoxycinnamic acid,COC1=CC=C(C=C1)/C=C(\\C#N)/C(=O)O
"5-(5,7-Dichloro-benzooxazol-2-yl)-2-methyl-phenylamine",CC1=C(C=C(C=C1)C2=NC3=C(O2)C(=CC(=C3)Cl)Cl)N
4-Chloro-N-[4-(dimethylamino)phenyl]benzamide,CN(C)C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)Cl
"4-Formyl-2-methoxyphenyl 3,4,5-trimethoxybenzoate",COC1=CC(=CC(=C1OC)OC)C(=O)OC2=C(C=C(C=C2)C=O)OC
"4-Benzyl-5-(4-chloro-phenyl)-4H-[1,2,4]triazole-3-thiol",C1=CC=C(C=C1)CN2C(=NNC2=S)C3=CC=C(C=C3)Cl
Urocanic acid,C1=C(NC=N1)/C=C/C(=O)O
1-Phenyl-3-[3-(trifluoromethyl)phenyl]thiourea,C1=CC=C(C=C1)NC(=S)NC2=CC=CC(=C2)C(F)(F)F
"5-Methyl-2-phenyl-pyrazolo[1,5-a]pyrimidin-7-ol",CC1=CC(=O)N2C(=N1)C=C(N2)C3=CC=CC=C3
Methyl 4-{[(4-methoxyphenyl)sulfonyl]amino}benzoate,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)OC
"N-(1,3-Dimethyl-2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-1,3-benzodioxole-5-carboxamide",CN1C(=CC(=O)N(C1=O)C)NC(=O)C2=CC3=C(C=C2)OCO3
2-Methyl-N-[2-(piperidine-1-carbonyl)-phenyl]-benzamide,CC1=CC=CC=C1C(=O)NC2=CC=CC=C2C(=O)N3CCCCC3
"6-(Dimethylamino)-2,3-dihydrophthalazine-1,4-dione",CN(C)C1=CC2=C(C=C1)C(=O)NNC2=O
N-Tert-butyl-1-benzofuran-2-carboxamide,CC(C)(C)NC(=O)C1=CC2=CC=CC=C2O1
2-(4-Methoxy-phenyl)-6-methyl-2H-benzotriazol-5-ylamine,CC1=CC2=NN(N=C2C=C1N)C3=CC=C(C=C3)OC
4-Bromo-2-phenyl-5-(pyrrolidin-1-yl)pyridazin-3(2H)-one,C1CCN(C1)C2=C(C(=O)N(N=C2)C3=CC=CC=C3)Br
N-[4-(Acetylamino)phenyl]-1-phenylcyclopentanecarboxamide,CC(=O)NC1=CC=C(C=C1)NC(=O)C2(CCCC2)C3=CC=CC=C3
1-Tosylpiperidine-4-carboxylic acid,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)O
4-Fluoro-N-[(1-phenylcyclopentyl)methyl]benzamide,C1CCC(C1)(CNC(=O)C2=CC=C(C=C2)F)C3=CC=CC=C3
1-(Furan-2-ylmethyl)-4-(4-nitrobenzyl)piperazine,C1CN(CCN1CC2=CC=C(C=C2)[N+](=O)[O-])CC3=CC=CO3
1-(Furan-2-ylmethyl)-4-[(3-nitrophenyl)methyl]piperazine,C1CN(CCN1CC2=CC(=CC=C2)[N+](=O)[O-])CC3=CC=CO3
"4-Methyl-2-phenyl-1,3-thiazole-5-carboxamide",CC1=C(SC(=N1)C2=CC=CC=C2)C(=O)N
N-[2-(4-Methoxyphenyl)-6-methylbenzotriazol-5-yl]acetamide,CC1=CC2=NN(N=C2C=C1NC(=O)C)C3=CC=C(C=C3)OC
N-[2-(4-Methoxyphenyl)-6-methyl-2H-benzotriazol-5-yl]furan-2-carboxamide,CC1=CC2=NN(N=C2C=C1NC(=O)C3=CC=CO3)C4=CC=C(C=C4)OC
"N-{[(3,4-Dimethylphenyl)amino]carbonothioyl}-2-furamide",CC1=C(C=C(C=C1)NC(=S)NC(=O)C2=CC=CO2)C
N-{[(4-Ethylphenyl)amino]carbonothioyl}-2-furamide,CCC1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=CO2
"N-{[(2,5-Dimethylphenyl)amino]carbonothioyl}-2-furamide",CC1=CC(=C(C=C1)C)NC(=S)NC(=O)C2=CC=CO2
"N-[(2,6-Dimethylphenyl)carbamothioyl]furan-2-carboxamide",CC1=C(C(=CC=C1)C)NC(=S)NC(=O)C2=CC=CO2
N-[(3-Chlorophenyl)carbamothioyl]furan-2-carboxamide,C1=CC(=CC(=C1)Cl)NC(=S)NC(=O)C2=CC=CO2
N-(Naphthalen-1-ylcarbamothioyl)furan-2-carboxamide,C1=CC=C2C(=C1)C=CC=C2NC(=S)NC(=O)C3=CC=CO3
N-(Naphthalen-2-ylcarbamothioyl)furan-2-carboxamide,C1=CC=C2C=C(C=CC2=C1)NC(=S)NC(=O)C3=CC=CO3
N-{[4-(Acetylamino)phenyl]carbamothioyl}furan-2-carboxamide,CC(=O)NC1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=CO2
Methyl 2-{[(2-furoylamino)carbonothioyl]amino}benzoate,COC(=O)C1=CC=CC=C1NC(=S)NC(=O)C2=CC=CO2
"N-[(2,5-Dimethoxyphenyl)carbamothioyl]furan-2-carboxamide",COC1=CC(=C(C=C1)OC)NC(=S)NC(=O)C2=CC=CO2
1-(2-Furoyl)-3-[3-(trifluoromethyl)phenyl]thiourea,C1=CC(=CC(=C1)NC(=S)NC(=O)C2=CC=CO2)C(F)(F)F
"N-{[(2,4-Dichlorophenyl)amino]carbonothioyl}-2-furamide",C1=COC(=C1)C(=O)NC(=S)NC2=C(C=C(C=C2)Cl)Cl
"N-{[(2,5-Dichlorophenyl)amino]carbonothioyl}-2-furamide",C1=COC(=C1)C(=O)NC(=S)NC2=C(C=CC(=C2)Cl)Cl
"N-[(3,4-Dichlorophenyl)carbamothioyl]furan-2-carboxamide",C1=COC(=C1)C(=O)NC(=S)NC2=CC(=C(C=C2)Cl)Cl
N-({[4-(Propionylamino)phenyl]amino}carbonothioyl)-2-furamide,CCC(=O)NC1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=CO2
"N-[(6-Methyl-1,3-benzothiazol-2-yl)carbamothioyl]furan-2-carboxamide",CC1=CC2=C(C=C1)N=C(S2)NC(=S)NC(=O)C3=CC=CO3
Ethyl 4-{[(2-furoylamino)carbonothioyl]amino}benzoate,CCOC(=O)C1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=CO2
1-(2-Furoyl)-3-(4-bromophenyl)thiourea,C1=COC(=C1)C(=O)NC(=S)NC2=CC=C(C=C2)Br
"N-[(4-Phenyl-1,3-thiazol-2-yl)carbamothioyl]furan-2-carboxamide",C1=CC=C(C=C1)C2=CSC(=N2)NC(=S)NC(=O)C3=CC=CO3
N-(5-Chloropyridin-2-yl)-2-phenoxyacetamide,C1=CC=C(C=C1)OCC(=O)NC2=NC=C(C=C2)Cl
N-(5-Chloro-pyridin-2-yl)-3-isopropoxy-benzamide,CC(C)OC1=CC=CC(=C1)C(=O)NC2=NC=C(C=C2)Cl
N-(4-Fluoro-3-nitrophenyl)-1-benzofuran-2-carboxamide,C1=CC=C2C(=C1)C=C(O2)C(=O)NC3=CC(=C(C=C3)F)[N+](=O)[O-]
N-(5-Chloropyridin-2-yl)-2-(4-nitrophenoxy)acetamide,C1=CC(=CC=C1[N+](=O)[O-])OCC(=O)NC2=NC=C(C=C2)Cl
2-(4-Chloro-2-methylphenoxy)-N-(5-chloropyridin-2-yl)acetamide,CC1=C(C=CC(=C1)Cl)OCC(=O)NC2=NC=C(C=C2)Cl
2-(4-Chloro-3-methylphenoxy)-N-(5-chloropyridin-2-yl)acetamide,CC1=C(C=CC(=C1)OCC(=O)NC2=NC=C(C=C2)Cl)Cl
N-(5-Chloropyridin-2-yl)-3-methoxynaphthalene-2-carboxamide,COC1=CC2=CC=CC=C2C=C1C(=O)NC3=NC=C(C=C3)Cl
N-(5-Chloropyridin-2-yl)-2-(naphthalen-2-yloxy)acetamide,C1=CC=C2C=C(C=CC2=C1)OCC(=O)NC3=NC=C(C=C3)Cl
5-Bromo-N-(4-fluoro-3-nitrophenyl)-2-furamide,C1=CC(=C(C=C1NC(=O)C2=CC=C(O2)Br)[N+](=O)[O-])F
5-Bromo-N-[4-(diethylamino)phenyl]furan-2-carboxamide,CCN(CC)C1=CC=C(C=C1)NC(=O)C2=CC=C(O2)Br
3-(Benzyloxy)-N-(5-chloropyridin-2-yl)benzamide,C1=CC=C(C=C1)COC2=CC=CC(=C2)C(=O)NC3=NC=C(C=C3)Cl
5-Bromo-N-(5-chloropyridin-2-yl)-2-methoxybenzamide,COC1=C(C=C(C=C1)Br)C(=O)NC2=NC=C(C=C2)Cl
3-Bromo-N-(5-chloropyridin-2-yl)-4-methoxybenzamide,COC1=C(C=C(C=C1)C(=O)NC2=NC=C(C=C2)Cl)Br
"2-(4-Chlorophenyl)-5,7-dimethylpyrazolo[1,5-a]pyrimidine",CC1=CC(=NC2=CC(=NN12)C3=CC=C(C=C3)Cl)C
N-(5-Chloropyridin-2-yl)-3-methyl-1-benzofuran-2-carboxamide,CC1=C(OC2=CC=CC=C12)C(=O)NC3=NC=C(C=C3)Cl
Methyl 4-(2-methyl-5-phenyl-1H-pyrrol-1-yl)benzoate,CC1=CC=C(N1C2=CC=C(C=C2)C(=O)OC)C3=CC=CC=C3
4-Methoxy-3-nitrochromen-2-one,COC1=C(C(=O)OC2=CC=CC=C21)[N+](=O)[O-]
"4-(1H-Benzimidazol-2-yl)-1,2,5-oxadiazol-3-amine",C1=CC=C2C(=C1)NC(=N2)C3=NON=C3N
"N-[2-(4-Methylphenyl)-2H-1,2,3-benzotriazol-5-yl]-2-furamide",CC1=CC=C(C=C1)N2N=C3C=CC(=CC3=N2)NC(=O)C4=CC=CO4
N-[2-(3-Chloro-4-methylphenyl)-2H-benzotriazol-5-yl]propanamide,CCC(=O)NC1=CC2=NN(N=C2C=C1)C3=CC(=C(C=C3)C)Cl
"N-(Furan-2-ylmethyl)-2,5-dimethoxybenzenesulfonamide",COC1=CC(=C(C=C1)OC)S(=O)(=O)NCC2=CC=CO2
"[(3,4-Dichlorophenyl)sulfonyl](2-furylmethyl)amine",C1=COC(=C1)CNS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl
3-Acetyl-4-(4-methylphenyl)-1H-quinolin-2-one,CC1=CC=C(C=C1)C2=C(C(=O)NC3=CC=CC=C32)C(=O)C
"1-(4-Fluorophenyl)-3-(2,2,6,6-tetramethylpiperidin-4-yl)thiourea",CC1(CC(CC(N1)(C)C)NC(=S)NC2=CC=C(C=C2)F)C
"1-(4-Methylphenyl)-3-(2,2,6,6-tetramethylpiperidin-4-yl)thiourea",CC1=CC=C(C=C1)NC(=S)NC2CC(NC(C2)(C)C)(C)C
N-({[4-(4-Pyridinylmethyl)phenyl]amino}carbonothioyl)benzamide,C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)CC3=CC=NC=C3
"N-[2-(2-Bromophenyl)-1,3-benzoxazol-5-yl]propanamide",CCC(=O)NC1=CC2=C(C=C1)OC(=N2)C3=CC=CC=C3Br
Cambridge id 5860713,C1COCCN1C2=CC=C(C=C2)/C=C(/C#N)\\C3=CC=C(C=C3)[N+](=O)[O-]
4-Methyl-N-[4-(pyrrolidin-1-ylsulfonyl)phenyl]benzamide,CC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCCC3
2-Morpholin-4-ylethyl 4-methoxybenzoate,COC1=CC=C(C=C1)C(=O)OCCN2CCOCC2
N-[2-(4-Fluorophenyl)-2H-benzotriazol-5-yl]pyridine-3-carboxamide,C1=CC(=CN=C1)C(=O)NC2=CC3=NN(N=C3C=C2)C4=CC=C(C=C4)F
"N-[5-(5-Chloro-1,3-benzoxazol-2-yl)-2-methylphenyl]-2-methylpropanamide",CC1=C(C=C(C=C1)C2=NC3=C(O2)C=CC(=C3)Cl)NC(=O)C(C)C
(6-Bromo-2-oxo-2H-benzo[cd]indol-1-yl)-acetic acid,C1=CC2=C(C=CC3=C2C(=C1)C(=O)N3CC(=O)O)Br
5-Chloro-2-methoxy-N-(5-methyl-3-isoxazolyl)benzamide,CC1=CC(=NO1)NC(=O)C2=C(C=CC(=C2)Cl)OC
6-Methoxy-2-oxo-2H-chromene-3-carboxylic acid benzylamide,COC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)NCC3=CC=CC=C3
"N-(5-Methyl-4-phenyl-1,3-thiazol-2-yl)-2-nitrobenzamide",CC1=C(N=C(S1)NC(=O)C2=CC=CC=C2[N+](=O)[O-])C3=CC=CC=C3
"5-Bromo-N-[5-(ethylsulfanyl)-1,3,4-thiadiazol-2-yl]furan-2-carboxamide",CCSC1=NN=C(S1)NC(=O)C2=CC=C(O2)Br
"2-(Benzothiazol-2-ylsulfanyl)-N-(2,3-dimethyl-phenyl)-acetamide",CC1=C(C(=CC=C1)NC(=O)CSC2=NC3=CC=CC=C3S2)C
4-Methoxy-N-(2-phenylethyl)benzenesulfonamide,COC1=CC=C(C=C1)S(=O)(=O)NCCC2=CC=CC=C2
4-(4-Ethoxy-3-nitro-benzoylamino)-benzoic acid methyl ester,CCOC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)OC)[N+](=O)[O-]
"N-Cyclohexyl-N,4-dimethyl-3-nitrobenzamide",CC1=C(C=C(C=C1)C(=O)N(C)C2CCCCC2)[N+](=O)[O-]
"N-{4-[(3,5-Dimethylphenyl)sulfamoyl]phenyl}acetamide",CC1=CC(=CC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C)C
4-Methyl-3-nitro-N-(4-phenyl-thiazol-2-yl)-benzamide,CC1=C(C=C(C=C1)C(=O)NC2=NC(=CS2)C3=CC=CC=C3)[N+](=O)[O-]
4-(Dimethylamino)-N-(4-sulfamoylbenzyl)benzamide,CN(C)C1=CC=C(C=C1)C(=O)NCC2=CC=C(C=C2)S(=O)(=O)N
8-Allyl-N-(4-ethylphenyl)-2-oxo-2H-chromene-3-carboxamide,CCC1=CC=C(C=C1)NC(=O)C2=CC3=C(C(=CC=C3)CC=C)OC2=O
N-(3-Chlorophenyl)-6-methoxy-2-oxo-2H-chromene-3-carboxamide,COC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)NC3=CC(=CC=C3)Cl
N~2~-[(4-Methoxyphenyl)sulfonyl]-N~2~-(2-phenylethyl)glycinamide,COC1=CC=C(C=C1)S(=O)(=O)N(CCC2=CC=CC=C2)CC(=O)N
"3-Bromo-N-(2,2,6,6-tetramethylpiperidin-4-yl)benzamide",CC1(CC(CC(N1)(C)C)NC(=O)C2=CC(=CC=C2)Br)C
6-Methoxy-2-oxo-2H-chromene-3-carboxylic acid (4-acetyl-phenyl)-amide,CC(=O)C1=CC=C(C=C1)NC(=O)C2=CC3=C(C=CC(=C3)OC)OC2=O
"2-(4-Chloro-3,5-dimethylphenoxy)-N-(4-methylpyridin-2-yl)acetamide",CC1=CC(=NC=C1)NC(=O)COC2=CC(=C(C(=C2)C)Cl)C
"2-Anilino-5-nitro-1H-benzo[de]isoquinoline-1,3(2H)-dione",C1=CC=C(C=C1)NN2C(=O)C3=CC=CC4=CC(=CC(=C43)C2=O)[N+](=O)[O-]
"3-(4-Bromobenzylidene)-2,4-pyrrolidinedione",C1C(=O)/C(=C\\C2=CC=C(C=C2)Br)/C(=O)N1
"2-(4-Nitrophenyl)imidazo[2,1-b][1,3]benzothiazole",C1=CC=C2C(=C1)N3C=C(N=C3S2)C4=CC=C(C=C4)[N+](=O)[O-]
1-[2-(2-Oxopyrrolidin-1-yl)ethyl]-3-phenylurea,C1CC(=O)N(C1)CCNC(=O)NC2=CC=CC=C2
1-[(4-Fluorophenyl)methyl]-4-nitro-1H-imidazole,C1=CC(=CC=C1CN2C=C(N=C2)[N+](=O)[O-])F
4-Methoxy-N-(4-methoxybenzyl)benzenesulfonamide,COC1=CC=C(C=C1)CNS(=O)(=O)C2=CC=C(C=C2)OC
"(5Z)-1-(4-Chlorophenyl)-5-[(3-hydroxyphenyl)methylidene]-1,3-diazinane-2,4,6-trione",C1=CC(=CC(=C1)O)/C=C\\2/C(=O)NC(=O)N(C2=O)C3=CC=C(C=C3)Cl
"3-Chloro-4-methyl-N-[(7E)-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7(4H)-ylidene]aniline",CC1=C(C=C(C=C1)NC2=CC(=NC3=NC=NN23)C)Cl
1-((5-Chloro-2-methoxyphenyl)sulfonyl)-1H-benzo[d]imidazole,COC1=C(C=C(C=C1)Cl)S(=O)(=O)N2C=NC3=CC=CC=C32
"1-(2,5-Diethoxy-benzenesulfonyl)-2-ethyl-4-methyl-1H-imidazole",CCC1=NC(=CN1S(=O)(=O)C2=C(C=CC(=C2)OCC)OCC)C
"2-(4-Chlorophenoxy)-N-(6-methoxy-1,3-benzothiazol-2-yl)acetamide",COC1=CC2=C(C=C1)N=C(S2)NC(=O)COC3=CC=C(C=C3)Cl
Propan-2-yl 5-[2-(diethylamino)-2-oxoethoxy]-2-methyl-1-benzofuran-3-carboxylate,CCN(CC)C(=O)COC1=CC2=C(C=C1)OC(=C2C(=O)OC(C)C)C
"(4Z)-2-(3-Bromophenyl)-4-[(dimethylamino)methylidene]-1,3-oxazol-5(4H)-one",CN(C)/C=C\\1/C(=O)OC(=N1)C2=CC(=CC=C2)Br
"(4Z)-4-[(Dimethylamino)methylidene]-2-(3-fluorophenyl)-1,3-oxazol-5(4H)-one",CN(C)/C=C\\1/C(=O)OC(=N1)C2=CC(=CC=C2)F
[4-(3-Chlorophenyl)piperazino][4-(dimethylamino)phenyl]methanone,CN(C)C1=CC=C(C=C1)C(=O)N2CCN(CC2)C3=CC(=CC=C3)Cl
(4-Dimethylamino-phenyl)-[4-(2-methoxy-phenyl)-piperazin-1-yl]-methanone,CN(C)C1=CC=C(C=C1)C(=O)N2CCN(CC2)C3=CC=CC=C3OC
2-(2-Ethylsulfanylbenzimidazol-1-yl)-N-(4-fluorophenyl)acetamide,CCSC1=NC2=CC=CC=C2N1CC(=O)NC3=CC=C(C=C3)F
"N-(2,4-Dichloro-phenyl)-2-(3,5-dimethyl-4-nitro-pyrazol-1-yl)-acetamide",CC1=C(C(=NN1CC(=O)NC2=C(C=C(C=C2)Cl)Cl)C)[N+](=O)[O-]
"N-(2,5-Dimethoxyphenyl)-4-ethoxy-3-nitrobenzamide",CCOC1=C(C=C(C=C1)C(=O)NC2=C(C=CC(=C2)OC)OC)[N+](=O)[O-]
2-(5-Methoxy-1H-benzoimidazol-2-ylsulfanyl)-N-phenethyl-acetamide,COC1=CC2=C(C=C1)N=C(N2)SCC(=O)NCCC3=CC=CC=C3
